"model_string","model","train_task","train_data","architecture","model_class","model_depth","display_name","description","total_feature_count","total_parameter_count","metric","score","compare_training","compare_architecture","compare_goal_slip","compare_goal_taskonomy_tasks","compare_goal_taskonomy_cluster","compare_goal_expertise","compare_diet_ipcl","compare_goal_selfsupervised","compare_goal_contrastive","compare_diet_imagenetsize"
"edge_texture_taskonomy","edge_texture","taskonomy","taskonomy","resnet50","Convolutional",179,"Texture Edges","Edges computed from RGB only (texture edges).",37564576,23655504,"wrsa",0.166035680530001,NA,NA,NA,"edge_texture","2D",NA,NA,NA,NA,NA
"segment_unsup2d_taskonomy","segment_unsup2d","taskonomy","taskonomy","resnet50","Convolutional",179,"Unsupervised 2D Segmentation","Segmentation (graph cut approximation) on RGB.",37564576,23655504,"wrsa",0.169582166271173,NA,NA,NA,"segment_unsup2d","2D",NA,NA,NA,NA,NA
"jx_nest_tiny_random","jx_nest_tiny","random",NA,"jx_nest_tiny","Transformer",213,"JX-NesT-Tiny","JX-NesT-Tiny randomly initialized, with no training.",52424528,16530760,"wrsa",0.174921216613881,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"vanishing_point_taskonomy","vanishing_point","taskonomy","taskonomy","resnet50","Convolutional",179,"Vanishing Point","Three Manhattan-world vanishing points.",37564576,23655504,"wrsa",0.183634531154779,NA,NA,NA,"vanishing_point","Geometric",NA,NA,NA,NA,NA
"inpainting_taskonomy","inpainting","taskonomy","taskonomy","resnet50","Convolutional",179,"Inpainting","Filling in masked center of image.",37564576,23655504,"wrsa",0.195174615231136,NA,NA,NA,"inpainting","2D",NA,NA,NA,NA,NA
"egomotion_taskonomy","egomotion","taskonomy","taskonomy","resnet50","Convolutional",179,"Egomotion","Odometry (camera poses) given three input images.",37564576,23655504,"wrsa",0.197485877204509,NA,NA,NA,"egomotion","Geometric",NA,NA,NA,NA,NA
"point_matching_taskonomy","point_matching","taskonomy","taskonomy","resnet50","Convolutional",179,"Point Matching","Classifying if centers of two images match or not.",37564576,23655504,"wrsa",0.215527704622801,NA,NA,NA,"point_matching","Geometric",NA,NA,NA,NA,NA
"fixated_pose_taskonomy","fixated_pose","taskonomy","taskonomy","resnet50","Convolutional",179,"Camera Pose (Fixated)","Relative camera pose with matching optical centers.",37564576,23655504,"wrsa",0.235927716849598,NA,NA,NA,"fixated_pose","Geometric",NA,NA,NA,NA,NA
"nf_resnet50_random","nf_resnet50","random",NA,"nf_resnet50","Convolutional",151,"NF-ResNet50","NF-ResNet50 randomly initialized, with no training.",33527712,25530472,"wrsa",0.280178340781254,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"alexnet_gn_ipcl_vggface2_ipcl","alexnet_gn_ipcl_vggface2","ipcl","vggface2","alexnet_gn","Convolutional",NA,"AlexNet-GN-IPCLVGGFace2","AlexNet (modified with GroupNorm) trained via IPCL-Style-Self-Supervision on VGGFace2.",NA,NA,"wrsa",0.289686661596372,NA,NA,NA,NA,NA,NA,"vggface2",NA,NA,NA
"room_layout_taskonomy","room_layout","taskonomy","taskonomy","resnet50","Convolutional",179,"Room Layout","Orientation and aspect ratio of cubic room layout.",37564576,23655504,"wrsa",0.308685400103079,NA,NA,NA,"room_layout","Geometric",NA,NA,NA,NA,NA
"segment_unsup25d_taskonomy","segment_unsup25d","taskonomy","taskonomy","resnet50","Convolutional",179,"Unsupervised 2.5D Segmentation","Segmentation (graph cut approximation) on RGB-D-Normals-Curvature image.",37564576,23655504,"wrsa",0.313026993640113,NA,NA,NA,"segment_unsup25d","3D",NA,NA,NA,NA,NA
"curvature_taskonomy","curvature","taskonomy","taskonomy","resnet50","Convolutional",179,"Curvatures","Magnitude of 3D principal curvatures",37564576,23655504,"wrsa",0.320142659400121,NA,NA,NA,"curvature","3D",NA,NA,NA,NA,NA
"segment_semantic_taskonomy","segment_semantic","taskonomy","taskonomy","resnet50","Convolutional",179,"Semantic Segmentation","Pixel-wise semantic labeling (via knowledge distillation from MS COCO).",37564576,23655504,"wrsa",0.32444837356152,NA,NA,NA,"segment_semantic","Semantic",NA,NA,NA,NA,NA
"depth_zbuffer_taskonomy","depth_zbuffer","taskonomy","taskonomy","resnet50","Convolutional",179,"Z-Buffer Depth","Depth estimation.",37564576,23655504,"wrsa",0.330888267235098,NA,NA,NA,"depth_zbuffer","3D",NA,NA,NA,NA,NA
"normal_taskonomy","normal","taskonomy","taskonomy","resnet50","Convolutional",179,"Surface Normals","Pixel-wise surface normals.",37564576,23655504,"wrsa",0.338698014974659,NA,NA,NA,"normal","3D",NA,NA,NA,NA,NA
"edge_occlusion_taskonomy","edge_occlusion","taskonomy","taskonomy","resnet50","Convolutional",179,"Occlusion Edges","Edges which include parts of the scene.",37564576,23655504,"wrsa",0.347592445873302,NA,NA,NA,"edge_occlusion","3D",NA,NA,NA,NA,NA
"reshading_taskonomy","reshading","taskonomy","taskonomy","resnet50","Convolutional",179,"Reshading","Reshading with new lighting placed at camera location.",37564576,23655504,"wrsa",0.357853176909959,NA,NA,NA,"reshading","3D",NA,NA,NA,NA,NA
"depth_euclidean_taskonomy","depth_euclidean","taskonomy","taskonomy","resnet50","Convolutional",179,"Euclidean Depth","Depth estimation",37564576,23655504,"wrsa",0.361066707222347,NA,NA,NA,"depth_euclidean","3D",NA,NA,NA,NA,NA
"keypoints3d_taskonomy","keypoints3d","taskonomy","taskonomy","resnet50","Convolutional",179,"3D Keypoints","3D Keypoint estimation from underlying scene 3D.",37564576,23655504,"wrsa",0.361683115605629,NA,NA,NA,"keypoints3d","3D",NA,NA,NA,NA,NA
"class_scene_taskonomy","class_scene","taskonomy","taskonomy","resnet50","Convolutional",179,"Scene Classification","Scene Classification (via knowledge distillation from MIT Places).",37564576,23655504,"wrsa",0.425503530784422,NA,NA,NA,"class_scene","Semantic",NA,NA,NA,NA,NA
"class_object_taskonomy","class_object","taskonomy","taskonomy","resnet50","Convolutional",179,"Object Classification","1000-way object classification (via knowledge distillation from ImageNet).",37564576,23655504,"wrsa",0.435715092750933,NA,NA,NA,"class_object","Semantic",NA,NA,NA,NA,NA
"alexnet_gn_ipcl_places256_ipcl","alexnet_gn_ipcl_places256","ipcl","places256","alexnet_gn","Convolutional",NA,"AlexNet-GN-IPCLPlaces256","AlexNet (modified with GroupNorm) trained via IPCL-Style-Self-Supervision on Places256.",NA,NA,"wrsa",0.49458977131199,NA,NA,NA,NA,NA,NA,"places256",NA,NA,NA
"alexnet_gn_ipcl_openimages_ipcl","alexnet_gn_ipcl_openimages","ipcl","openimages","alexnet_gn","Convolutional",NA,"AlexNet-GN-IPCLOpenImages","AlexNet (modified with GroupNorm) trained via IPCL-Style-Self-Supervision on OpenImages.",NA,NA,"wrsa",0.516822703041956,NA,NA,NA,NA,NA,NA,"openimages",NA,NA,NA
"alexnet_gn_ipcl_imagenet_ipcl","alexnet_gn_ipcl_imagenet","ipcl","imagenet","alexnet_gn","Convolutional",NA,"AlexNet-GN-IPCLImageNet","AlexNet (modified with GroupNorm) trained via IPCL-Style-Self-Supervision on ImageNet.",NA,NA,"wrsa",0.561646501496023,NA,NA,NA,NA,NA,NA,"imagenet",NA,NA,NA
"ResNet50-JigSaw-Goyal19_selfsupervised","ResNet50-JigSaw-Goyal19","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-JigSaw-Goyal19","ResNet50-JigSaw-Goyal19, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"wrsa",0.564793138640511,NA,NA,NA,NA,NA,NA,NA,"JigSaw-Goyal19","Non-Contrastive",NA
"ResNet50-RotNet_selfsupervised","ResNet50-RotNet","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-RotNet","ResNet50-RotNet, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"wrsa",0.572062263675848,NA,NA,NA,NA,NA,NA,NA,"RotNet","Non-Contrastive",NA
"ResNet50-JigSaw-P100_selfsupervised","ResNet50-JigSaw-P100","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-JigSaw-P100","ResNet50-JigSaw-P100, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"wrsa",0.577186795648082,NA,NA,NA,NA,NA,NA,NA,"JigSaw-P100","Non-Contrastive",NA
"vit_tiny_patch16_224_classification","vit_tiny_patch16_224","classification","imagenet","vit_tiny_patch16_224","Transformer",225,"ViT-T-P16","ViT-T-P16 trained on image classification with the ImageNet dataset.",14296916,5679400,"wrsa",0.589880898576647,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"ResNet50-MoCoV2-BS256_selfsupervised","ResNet50-MoCoV2-BS256","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-MoCoV2-BS256","ResNet50-MoCoV2-BS256, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"wrsa",0.610037999120178,NA,NA,NA,NA,NA,NA,NA,"MoCoV2-BS256","Contrastive",NA
"MiDaS_monoculardepth","MiDaS","monoculardepth","ReDWeb,DIML,Movies,MegaDepth,WSVD,TartanAir,HRWSI,ApolloScape,BlendedMVS,IRS","MiDaS",NA,NA,"MiDaS","MiDaS, a monocular depth estimation model.",NA,NA,"wrsa",0.618679797978706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DPT_Hybrid_monoculardepth","DPT_Hybrid","monoculardepth","ReDWeb,DIML,Movies,MegaDepth,WSVD,TartanAir,HRWSI,ApolloScape,BlendedMVS,IRS","DPT_Hybrid","Transformer",584,"DPT-Hybrid","DPT-Hybrid, a monocular depth estimation model.",167515152,120753921,"wrsa",0.620368535815224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"squeezenet1_0_classification","squeezenet1_0","classification","imagenet","squeezenet1_0","Convolutional",66,"SqueezeNet1.0","SqueezeNet1.0 trained on image classification with the ImageNet dataset.",12033376,1248424,"wrsa",0.622896447988761,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"keypoint_rcnn_R_50_FPN_3x_segmentation","keypoint_rcnn_R_50_FPN_3x","segmentation","coco2017","keypoint_rcnn_R_50_FPN_3x","Convolutional",NA,"Keypoint-RCNN-ResNet50-FPN","Keypoint-RCNN-ResNet50-FPN, trained on segmentation with the CoCo2017 dataset.",NA,NA,"wrsa",0.626937301298994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"convit_tiny_classification","convit_tiny","classification","imagenet","convit_tiny","Hybrid",219,"ConViT-T","ConViT-T trained on image classification with the ImageNet dataset.",15325272,5672648,"wrsa",0.628494206512124,"classification","Hybrid",NA,NA,NA,NA,NA,NA,NA,NA
"ResNet50-ClusterFit-16K-RotNet_selfsupervised","ResNet50-ClusterFit-16K-RotNet","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-ClusterFit-16K-RotNet","ResNet50-ClusterFit-16K-RotNet, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"wrsa",0.630281749582237,NA,NA,NA,NA,NA,NA,NA,"ClusterFit-16K-RotNet","Non-Contrastive",NA
"alexnet_classification","alexnet","classification","imagenet","alexnet","Convolutional",22,"AlexNet","AlexNet trained on image classification with the ImageNet dataset.",1099216,61100840,"wrsa",0.63339324352131,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"pit_b_224_classification","pit_b_224","classification","imagenet","pit_b_224","Transformer",254,"PiT-B-224","PiT-B-224 trained on image classification with the ImageNet dataset.",66195824,73518568,"wrsa",0.637994466852614,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"vit_small_patch32_224_classification","vit_small_patch32_224","classification","imagenet","vit_small_patch32_224","Transformer",225,"ViT-S-P32","ViT-S-P32 trained on image classification with the ImageNet dataset.",6728816,22859368,"wrsa",0.638369873254185,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"convit_base_classification","convit_base","classification","imagenet","convit_base","Hybrid",219,"ConViT-B","ConViT-B trained on image classification with the ImageNet dataset.",61295088,86388584,"wrsa",0.638883090175434,"classification","Hybrid",NA,NA,NA,NA,NA,NA,NA,NA
"deit_base_patch16_224_classification","deit_base_patch16_224","classification","imagenet","deit_base_patch16_224","Transformer",225,"DeiT-B-P16-224","DeiT-B-P16-224 trained on image classification with the ImageNet dataset.",57181664,86415592,"wrsa",0.639529915944539,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"ViT-L-CLIP-CC12M_slip","ViT-L-CLIP-CC12M","slip","YFCC15M","ViT-L","Transformer",225,"ViT-L-CLIP-CC12M","ViT-L-CLIP-CC12M trained via pure language supervision with the YFCC15M dataset.",57181200,85646592,"wrsa",0.640342373786992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mixer_b16_224_in21k_classification","mixer_b16_224_in21k","classification","imagenet21k","mixer_b16_224","MLP-Mixer",210,"Mixer-B16-IN22K","Mixer-B16-IN22K trained on image classification with the ImageNet21K dataset.",52808358,75908739,"wrsa",0.640712485905546,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"vit_small_patch16_224_in21k_classification","vit_small_patch16_224_in21k","classification","imagenet21k","vit_small_patch16_224","Transformer",225,"ViT-S-P16-IN21K","ViT-S-P16-IN21K trained on image classification with the ImageNet21K dataset.",28633518,29999187,"wrsa",0.645145312348998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"vit_small_patch16_224_classification","vit_small_patch16_224","classification","imagenet","vit_small_patch16_224","Transformer",225,"ViT-S-P16","ViT-S-P16 trained on image classification with the ImageNet dataset.",28591832,21974632,"wrsa",0.647296163299784,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"vit_large_patch16_224_classification","vit_large_patch16_224","classification","imagenet","vit_large_patch16_224","Transformer",441,"ViT-L-P16","ViT-L-P16 trained on image classification with the ImageNet dataset.",151473488,304123880,"wrsa",0.647621046112705,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"resnet18_classification","resnet18","classification","imagenet","resnet18","Convolutional",69,"ResNet18","ResNet18 trained on image classification with the ImageNet dataset.",8231376,11689512,"wrsa",0.648354719706305,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"vit_base_patch32_224_in21k_classification","vit_base_patch32_224_in21k","classification","imagenet21k","vit_base_patch32_224","Transformer",225,"ViT-B-P32-IN21K","ViT-B-P32-IN21K trained on image classification with the ImageNet21K dataset.",13497318,104213331,"wrsa",0.651845382071588,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"convnext_large_classification","convnext_large","classification","imagenet","convnext_large","Convolutional",382,"ConvNext-L","ConvNext-L trained on image classification with the ImageNet dataset.",137593808,197740264,"wrsa",0.653516812059427,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"vit_small_patch32_224_in21k_classification","vit_small_patch32_224_in21k","classification","imagenet21k","vit_small_patch32_224","Transformer",225,"ViT-S-P32-IN21K","ViT-S-P32-IN21K trained on image classification with the ImageNet21K dataset.",6770502,30883923,"wrsa",0.653830885145711,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"crossvit_base_240_classification","crossvit_base_240","classification","imagenet","crossvit_base_240","Transformer",383,"CrossViT-B","CrossViT-B trained on image classification with the ImageNet dataset.",80095620,104718800,"wrsa",0.654918666442799,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"ViT-L-CLIP_slip","ViT-L-CLIP","slip","YFCC15M","ViT-L","Transformer",441,"ViT-L-CLIP","ViT-L-CLIP trained via pure language supervision with the YFCC15M dataset.",151473536,303098880,"wrsa",0.655002821281638,NA,NA,"CLIP",NA,NA,NA,NA,NA,NA,NA
"vit_base_patch16_224_classification","vit_base_patch16_224","classification","imagenet","vit_base_patch16_224","Transformer",225,"ViT-B-P16","ViT-B-P16 trained on image classification with the ImageNet dataset.",57181664,86415592,"wrsa",0.657162896785366,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"tnt_s_patch16_224_classification","tnt_s_patch16_224","classification","imagenet","tnt_s_patch16_224","Transformer",NA,"TnT-P16-224","TnT-P16-224 trained on image classification with the ImageNet dataset.",NA,NA,"wrsa",0.657387521482707,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"shufflenet_v2_x1_0_classification","shufflenet_v2_x1_0","classification","imagenet","shufflenet_v2_x1_0","Convolutional",168,"ShuffleNet-V2-x1.0","ShuffleNet-V2-x1.0 trained on image classification with the ImageNet dataset.",6284192,2278604,"wrsa",0.660366000117106,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"vit_base_patch32_224_classification","vit_base_patch32_224","classification","imagenet","vit_base_patch32_224","Transformer",225,"ViT-B-P32","ViT-B-P32 trained on image classification with the ImageNet dataset.",13455632,88185064,"wrsa",0.660730880736759,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"visformer_small_classification","visformer_small","classification","imagenet","visformer_small","Transformer",226,"Visformer","Visformer trained on image classification with the ImageNet dataset.",31879784,39956168,"wrsa",0.661018487752772,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"xception_classification","xception","classification","imagenet","xception","Convolutional",204,"XCeption","XCeption trained on image classification with the ImageNet dataset.",52151632,22855952,"wrsa",0.661419429960928,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"resnet152_classification","resnet152","classification","imagenet","resnet152","Convolutional",515,"ResNet152","ResNet152 trained on image classification with the ImageNet dataset.",79507920,60192808,"wrsa",0.662221249270844,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"pit_ti_224_classification","pit_ti_224","classification","imagenet","pit_ti_224","Transformer",236,"PiT-T-224","PiT-T-224 trained on image classification with the ImageNet dataset.",11698296,4800552,"wrsa",0.662315711231154,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"mixer_b16_224_classification","mixer_b16_224","classification","imagenet","mixer_b16_224","MLP-Mixer",210,"MLP-Mixer-B16","MLP-Mixer-B16 trained on image classification with the ImageNet dataset.",52766672,59880472,"wrsa",0.662343797298573,"classification","MLP-Mixer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"vit_large_patch16_224_in21k_classification","vit_large_patch16_224_in21k","classification","imagenet21k","vit_large_patch16_224","Transformer",441,"ViT-L-P16-IN21K","ViT-L-P16-IN21K trained on image classification with the ImageNet21K dataset.",151515174,325487955,"wrsa",0.663133304686734,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"resnet101_classification","resnet101","classification","imagenet","resnet101","Convolutional",345,"ResNet101","ResNet101 trained on image classification with the ImageNet dataset.",56326608,44549160,"wrsa",0.663434311447176,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"vit_base_r50_s16_224_in21k_classification","vit_base_r50_s16_224_in21k","classification","imagenet21k","vit_base_r50_s16_224","Transformer",496,"ViT-B-R50-S16-IN21K","ViT-B-R50-S16-IN21K trained on image classification with the ImageNet21K dataset.",124710838,115125907,"wrsa",0.663970854542014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dla34_classification","dla34","classification","imagenet","dla34","Convolutional",151,"DLA34","DLA34 trained on image classification with the ImageNet dataset.",17578680,15742104,"wrsa",0.665072185179771,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"retinanet_R_50_FPN_3x_detection","retinanet_R_50_FPN_3x","detection","coco2017","retinanet_R_50_FPN_3x","Convolutional",NA,"RetinaNet-ResNet50-FPN","RetinaNet-ResNet50-FPN, trained on detection with the CoCo2017 dataset.",NA,NA,"wrsa",0.66527166763575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"skresnext50_32x4d_classification","skresnext50_32x4d","classification","imagenet","skresnext50_32x4d","Convolutional",497,"SKResNext50-32x4D","SKResNext50-32x4D trained on image classification with the ImageNet dataset.",99238128,27479784,"wrsa",0.666463666026049,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"vgg16_classification","vgg16","classification","imagenet","vgg16","Convolutional",40,"VGG16","VGG16 trained on image classification with the ImageNet dataset.",28677072,138357544,"wrsa",0.66760877801388,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"mixer_l16_224_classification","mixer_l16_224","classification","imagenet","mixer_l16_224","MLP-Mixer",414,"MLP-Mixer-L16","MLP-Mixer-L16 trained on image classification with the ImageNet dataset.",149342160,208196168,"wrsa",0.667711534985612,"classification","MLP-Mixer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"jx_nest_tiny_classification","jx_nest_tiny","classification","imagenet","jx_nest_tiny","Transformer",213,"JX-NesT-Tiny","JX-NesT-Tiny trained on image classification with the ImageNet dataset.",52424528,16530760,"wrsa",0.667807231703633,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"densenet121_classification","densenet121","classification","imagenet","densenet121","Convolutional",429,"DenseNet121","DenseNet121 trained on image classification with the ImageNet dataset.",41096144,7978856,"wrsa",0.667968763709029,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"ViT-B-CLIP_slip","ViT-B-CLIP","slip","YFCC15M","ViT-B","Transformer",225,"ViT-B-CLIP","ViT-B-CLIP trained via pure language supervision with the YFCC15M dataset.",57181200,85646592,"wrsa",0.668024171404883,NA,NA,"CLIP",NA,NA,NA,NA,NA,NA,NA
"regnety_064_classification","regnety_064","classification","imagenet","regnety_064","Convolutional",658,"RegNetY-64","RegNetY-64 trained on image classification with the ImageNet dataset.",103013924,30583252,"wrsa",0.669790650866851,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"ViT-S-CLIP_slip","ViT-S-CLIP","slip","YFCC15M","ViT-S","Transformer",225,"ViT-S-CLIP","ViT-S-CLIP trained via pure language supervision with the YFCC15M dataset.",31384848,21589632,"wrsa",0.670207078589246,NA,NA,"CLIP",NA,NA,NA,NA,NA,NA,NA
"googlenet_classification","googlenet","classification","imagenet","googlenet","Convolutional",197,"GoogleNet","GoogleNet trained on image classification with the ImageNet dataset.",12335584,6624904,"wrsa",0.670522442873106,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"mask_rcnn_R_50_FPN_3x_segmentation","mask_rcnn_R_50_FPN_3x","segmentation","coco2017","mask_rcnn_R_50_FPN_3x","Convolutional",NA,"Mask-RCNN-ResNet50-FPN","Mask-RCNN-ResNet50-FPN, trained on segmentation with the CoCo2017 dataset.",NA,NA,"wrsa",0.670917144850728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ResNet50-PIRL_selfsupervised","ResNet50-PIRL","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-PIRL","ResNet50-PIRL, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"wrsa",0.672243604079862,NA,NA,NA,NA,NA,NA,NA,"PIRL","Contrastive",NA
"coat_lite_tiny_classification","coat_lite_tiny","classification","imagenet","coat_lite_tiny","Transformer",279,"CoaT-Lite-Tiny","CoaT-Lite-Tiny trained on image classification with the ImageNet dataset.",36283152,5878632,"wrsa",0.672618455680976,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"mnasnet1_0_classification","mnasnet1_0","classification","imagenet","mnasnet1_0","Convolutional",158,"MNASNet1.0","MNASNet1.0 trained on image classification with the ImageNet dataset.",16172496,4383312,"wrsa",0.673052513612464,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"regnetx_064_classification","regnetx_064","classification","imagenet","regnetx_064","Convolutional",373,"RegNetX-64","RegNetX-64 trained on image classification with the ImageNet dataset.",101428288,26209256,"wrsa",0.673858365291194,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"inception_v3_classification","inception_v3","classification","imagenet","inception_v3","Convolutional",300,"Inception-V3","Inception-V3 trained on image classification with the ImageNet dataset.",15467136,23834568,"wrsa",0.674591946293969,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"resmlp_12_224_classification","resmlp_12_224","classification","imagenet","resmlp_12_224","MLP-Mixer",150,"ResMLP-12","ResMLP-12 trained on image classification with the ImageNet dataset.",19269584,15322456,"wrsa",0.67463722969758,"classification","MLP-Mixer",NA,NA,NA,NA,NA,NA,NA,NA
"seresnext50_32x4d_classification","seresnext50_32x4d","classification","imagenet","seresnext50_32x4d","Convolutional",305,"SEResNext50-32x4D","SEResNext50-32x4D trained on image classification with the ImageNet dataset.",58496224,27559896,"wrsa",0.674712991800946,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"convmixer_768_32_classification","convmixer_768_32","classification","imagenet","convmixer_768_32","Hybrid",232,"ConvMixer-768-32","ConvMixer-768-32 trained on image classification with the ImageNet dataset.",178524368,21110248,"wrsa",0.675434465808741,"classification","Hybrid",NA,NA,NA,NA,NA,NA,NA,NA
"convnext_base_classification","convnext_base","classification","imagenet","convnext_base","Convolutional",382,"ConvNext-B","ConvNext-B trained on image classification with the ImageNet dataset.",91729872,88573416,"wrsa",0.675561003734044,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"ghostnet_100_classification","ghostnet_100","classification","imagenet","ghostnet_100","Convolutional",287,"GhostNet100","GhostNet100 trained on image classification with the ImageNet dataset.",13446920,5182508,"wrsa",0.675593260595292,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"faster_rcnn_R_50_FPN_3x_detection","faster_rcnn_R_50_FPN_3x","detection","coco2017","faster_rcnn_R_50_FPN_3x","Convolutional",NA,"Faster-RCNN-ResNet50-FPN","Faster-RCNN-ResNet50-FPN, trained on detection with the CoCo2017 dataset.",NA,NA,"wrsa",0.675598511260687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mobilenet_v2_classification","mobilenet_v2","classification","imagenet","mobilenet_v2","Convolutional",159,"MobileNet-V2","MobileNet-V2 trained on image classification with the ImageNet dataset.",20037616,3504872,"wrsa",0.675674271570439,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"mobilenetv3_large_100_classification","mobilenetv3_large_100","classification","imagenet","mobilenetv3_large_100","Convolutional",265,"MobileNet-V3-Large","MobileNet-V3-Large trained on image classification with the ImageNet dataset.",20046944,5483032,"wrsa",0.676226726272867,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"cspresnet50_classification","cspresnet50","classification","imagenet","cspresnet50","Convolutional",329,"CSP-ResNet50","CSP-ResNet50 trained on image classification with the ImageNet dataset.",51186592,21616168,"wrsa",0.676782479703953,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"vit_base_patch16_224_in21k_classification","vit_base_patch16_224_in21k","classification","imagenet21k","vit_base_patch16_224","Transformer",225,"ViT-B-P16-IN21K","ViT-B-P16-IN21K trained on image classification with the ImageNet21K dataset.",57223350,102443859,"wrsa",0.677361806006053,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"swin_tiny_patch4_window7_224_classification","swin_tiny_patch4_window7_224","classification","imagenet","swin_tiny_patch4_window7_224","Transformer",NA,"Swin-T-P4-W7","Swin-T-P4-W7 trained on image classification with the ImageNet dataset.",NA,NA,"wrsa",0.67829146416013,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"swin_base_patch4_window7_224_classification","swin_base_patch4_window7_224","classification","imagenet","swin_base_patch4_window7_224","Transformer",NA,"Swin-B-P4-W7","Swin-B-P4-W7 trained on image classification with the ImageNet dataset.",NA,NA,"wrsa",0.678895864853623,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
